glyph_name,ps_name,sort_final_cdg,sort_final_a,assoc_feat_cdg,assoc_feat_a,assoc_feat_val,assoc_uids_cdg,assoc_uids_a,temp_usv,glyphsapp_name,to_review
GrCapAlphaWDasiaVariaPros,uni1F8B,21051.238,21051.238,,,,,,1F8B,Alphadasiavariaprosgegrammeni,NotInUfo
GrCapAlphaWDasiaVariaPros.ISub,uni1F8B.ISub,21051.2387,21051.2387,cv83,,,1F8B,,,Alphadasiavariaprosgegrammeni.ISub,NotInUfo
GrCapAlphaWDasiaPeris,uni1F0F,21051.24,21051.24,,,,,,1F0F,Alphadasiaperispomeni,NotInUfo
GrCapAlphaWDasiaPeris.Por,uni1F0F.Por,21051.245,21051.245,cv78,,,1F0F,,,Alphadasiaperispomeni.Por,NotInUfo
GrCapAlphaWDasiaPerisPros,uni1F8F,21051.248,21051.248,,,,,,1F8F,Alphadasiaperispomeniprosgegrammeni,NotInUfo
GrCapAlphaWDasiaPerisPros.Por,uni1F8F.Por,21051.2485,21051.2485,cv78,,,1F8F,,,Alphadasiaperispomeniprosgegrammeni.Por,NotInUfo
GrCapAlphaWDasiaPerisPros.Por.ISub,uni1F8F.Por.ISub,21051.24857,21051.24857,,,,1F8F,,,Alphadasiaperispomeniprosgegrammeni.Por.ISub,NotInUfo
GrCapAlphaWDasiaPerisPros.ISub,uni1F8F.ISub,21051.2487,21051.2487,cv83,,,1F8F,,,Alphadasiaperispomeniprosgegrammeni.ISub,NotInUfo
GrCapAlphaWDasiaPros,uni1F89,21051.28,21051.28,,,,,,1F89,Alphadasiaprosgegrammeni,NotInUfo
GrCapAlphaWDasiaPros.ISub,uni1F89.ISub,21051.287,21051.287,cv83,,,1F89,,,Alphadasiaprosgegrammeni.ISub,NotInUfo
GrCapAlphaWPsili,uni1F08,21051.3,21051.3,,,,,,1F08,Alphapsili,NotInUfo
GrCapAlphaWPsiliOxia,uni1F0C,21051.32,21051.32,,,,,,1F0C,Alphapsilioxia,NotInUfo
GrCapAlphaWPsiliOxiaPros,uni1F8C,21051.328,21051.328,,,,,,1F8C,Alphapsilioxiaprosgegrammeni,NotInUfo
GrCapAlphaWPsiliOxiaPros.ISub,uni1F8C.ISub,21051.3287,21051.3287,cv83,,,1F8C,,,Alphapsilioxiaprosgegrammeni.ISub,NotInUfo
GrCapAlphaWPsiliVaria,uni1F0A,21051.33,21051.33,,,,,,1F0A,Alphapsilivaria,NotInUfo
GrCapAlphaWPsiliVariaPros,uni1F8A,21051.338,21051.338,,,,,,1F8A,Alphapsilivariaprosgegrammeni,NotInUfo
GrCapAlphaWPsiliVariaPros.ISub,uni1F8A.ISub,21051.3387,21051.3387,cv83,,,1F8A,,,Alphapsilivariaprosgegrammeni.ISub,NotInUfo
GrCapAlphaWPsiliPeris,uni1F0E,21051.34,21051.34,,,,,,1F0E,Alphapsiliperispomeni,NotInUfo
GrCapAlphaWPsiliPeris.Por,uni1F0E.Por,21051.345,21051.345,cv78,,,1F0E,,,Alphapsiliperispomeni.Por,NotInUfo
GrCapAlphaWPsiliPerisPros,uni1F8E,21051.348,21051.348,,,,,,1F8E,Alphapsiliperispomeniprosgegrammeni,NotInUfo
GrCapAlphaWPsiliPerisPros.Por,uni1F8E.Por,21051.3485,21051.3485,cv78,,,1F8E,,,Alphapsiliperispomeniprosgegrammeni.Por,NotInUfo
GrCapAlphaWPsiliPerisPros.Por.ISub,uni1F8E.Por.ISub,21051.34857,21051.34857,,,,1F8E,,,Alphapsiliperispomeniprosgegrammeni.Por.ISub,NotInUfo
GrCapAlphaWPsiliPerisPros.ISub,uni1F8E.ISub,21051.3487,21051.3487,cv83,,,1F8E,,,Alphapsiliperispomeniprosgegrammeni.ISub,NotInUfo
GrCapAlphaWPsiliPros,uni1F88,21051.38,21051.38,,,,,,1F88,Alphapsiliprosgegrammeni,NotInUfo
GrCapAlphaWPsiliPros.ISub,uni1F88.ISub,21051.387,21051.387,cv83,,,1F88,,,Alphapsiliprosgegrammeni.ISub,NotInUfo
GrCapLamda,Lambda,21052.16,21052.16,,,,,,039B,Lambda,NotInUfo
LtnSmBDotAbv.LP,uni1E03.LP,21100.3717,21100.3717,ss07,,,1E03,,,bdotaccent.LP,NotInUfo
GrBetaSym,uni03D0,21191.16,21191.16,,,,,,03D0,betaSymbol,NotInUfo
LtnSmCAcute.LP,cacute.LP,21200.3117,21200.3117,ss07,,,0107,,,cacute.LP,NotInUfo
LtnSmCCircum.LP,ccircumflex.LP,21200.327,21200.327,ss07,,,0109,,,ccircumflex.LP,NotInUfo
LtnSmCCaron.LP,ccaron.LP,21200.3347,21200.3347,ss07,,,010D,,,ccaron.LP,NotInUfo
LtnSmCDotAbv.LP,cdotaccent.LP,21200.3717,21200.3717,ss07,,,010B,,,cdotaccent.LP,NotInUfo
LtnSmCCedillaAcute.LP,uni1E09.LP,21200.61312,21200.61312,ss07,,,1E09,,,ccedillaacute.LP,NotInUfo
GrLunateSigma,uni03F2,21245.1,21245.1,,,,,,03F2,sigmaLunateSymbol,NotInUfo
GrRevLunateSigma,uni037B,21245.2,21245.2,,,,,,037B,sigmaLunateReversedSymbol,NotInUfo
GrDottedLunateSigma,uni037C,21245.3,21245.3,,,,,,037C,sigmaLunateDottedSymbol,NotInUfo
GrRevDottedLunateSigma,uni037D,21245.4,21245.4,,,,,,037D,sigmaLunateDottedReversedSymbol,NotInUfo
GrLunateEpsilon,uni03F5,21246.1,21246.1,,,,,,03F5,epsilonLunateSymbol,NotInUfo
GrRevLunateEpsilon,uni03F6,21247.1,21247.1,,,,,,03F6,epsilonLunateReversedSymbol,NotInUfo
GrCapLunateSigma,uni03F9,21296.16,21296.16,,,,,,03F9,SigmaLunateSymbol,NotInUfo
GrCapRevLunateSigma,uni03FD,21296.2,21296.2,,,,,,03FD,SigmaLunateReversedSymbol,NotInUfo
GrCapDottedLunateSigma,uni03FE,21296.3,21296.3,,,,,,03FE,SigmaLunateDottedSymbol,NotInUfo
GrCapRevDottedLunateSigma,uni03FF,21296.4,21296.4,,,,,,03FF,SigmaLunateDottedReversedSymbol,NotInUfo
LtnSmDCaron.Caron.LP,dcaron.Caron.LP,21300.334,21300.334,,,,010F,,,dcaron.Caron.LP,NotInUfo
LtnSmDDotAbv.LP,uni1E0B.LP,21300.3717,21300.3717,ss07,,,1E0B,,,ddotaccent.LP,NotInUfo
LtnSmDzCaron.LP,uni01C6.LP,21311.3347,21311.3347,ss07,,,01C6,,,dzcaron.LP,NotInUfo
LtnCapDSmZCaron.LP,uni01C5.LP,21360.3347,21360.3347,ss07,,,01C5,,,Dzcaron.LP,NotInUfo
LtnSmEAcute.LP,eacute.LP,21400.3117,21400.3117,ss07,,,00E9,,,eacute.LP,NotInUfo
LtnSmEGrave.LP,egrave.LP,21400.3137,21400.3137,ss07,,,00E8,,,egrave.LP,NotInUfo
LtnSmECircumAcute.VN.LP,uni1EBF.VN.LP,21400.32311,21400.32311,,,,1EBF,,,ecircumflexacute.VN.LP,NotInUfo
LtnSmECircumAcute.LP,uni1EBF.LP,21400.32312,21400.32312,ss07,,,1EBF,,,ecircumflexacute.LP,NotInUfo
LtnSmECircumGrave.VN.LP,uni1EC1.VN.LP,21400.32313,21400.32313,,,,1EC1,,,ecircumflexgrave.VN.LP,NotInUfo
LtnSmECircumGrave.LP,uni1EC1.LP,21400.32314,21400.32314,ss07,,,1EC1,,,ecircumflexgrave.LP,NotInUfo
LtnSmECircumTilde.VN.LP,uni1EC5.VN.LP,21400.32341,21400.32341,,,,1EC5,,,ecircumflextilde.VN.LP,NotInUfo
LtnSmECircumTilde.LP,uni1EC5.LP,21400.32347,21400.32347,ss07,,,1EC5,,,ecircumflextilde.LP,NotInUfo
LtnSmECircumHookAbv.VN.LP,uni1EC3.VN.LP,21400.32381,21400.32381,,,,1EC3,,,ecircumflexhookabove.VN.LP,NotInUfo
LtnSmECircumHookAbv.LP,uni1EC3.LP,21400.32387,21400.32387,ss07,,,1EC3,,,ecircumflexhookabove.LP,NotInUfo
LtnSmECircumDotBlw.LP,uni1EC7.LP,21400.32472,21400.32472,ss07,,,1EC7,,,ecircumflexdotbelow.LP,NotInUfo
LtnSmECircum.LP,ecircumflex.LP,21400.327,21400.327,ss07,,,00EA,,,ecircumflex.LP,NotInUfo
LtnSmECaron.LP,ecaron.LP,21400.3337,21400.3337,ss07,,,011B,,,ecaron.LP,NotInUfo
LtnSmETilde.LP,uni1EBD.LP,21400.347,21400.347,ss07,,,1EBD,,,etilde.LP,NotInUfo
LtnSmEMacronAcute.LP,uni1E17.LP,21400.35312,21400.35312,ss07,,,1E17,,,emacronacute.LP,NotInUfo
LtnSmEMacronGrave.LP,uni1E15.LP,21400.35314,21400.35314,ss07,,,1E15,,,emacrongrave.LP,NotInUfo
LtnSmEMacron.LP,emacron.LP,21400.357,21400.357,ss07,,,0113,,,emacron.LP,NotInUfo
LtnSmEDiaer.LP,edieresis.LP,21400.367,21400.367,ss07,,,00EB,,,edieresis.LP,NotInUfo
LtnSmEDotAbv.LP,edotaccent.LP,21400.3717,21400.3717,ss07,,,0117,,,edotaccent.LP,NotInUfo
GrSmEpsilonWTonos,epsilontonos,21445.11,21445.11,,,,,,03AD,epsilontonos,NotInUfo
GrSmEpsilonWOxia,uni1F73,21445.12,21445.12,,,,,,1F73,epsilonoxia,NotInUfo
GrSmEpsilonWVaria,uni1F72,21445.13,21445.13,,,,,,1F72,epsilonvaria,NotInUfo
GrSmEpsilonWDasia,uni1F11,21445.2,21445.2,,,,,,1F11,epsilondasia,NotInUfo
GrSmEpsilonWDasiaOxia,uni1F15,21445.22,21445.22,,,,,,1F15,epsilondasiaoxia,NotInUfo
GrSmEpsilonWDasiaVaria,uni1F13,21445.23,21445.23,,,,,,1F13,epsilondasiavaria,NotInUfo
GrSmEpsilonWPsili,uni1F10,21445.3,21445.3,,,,,,1F10,epsilonpsili,NotInUfo
GrSmEpsilonWPsiliOxia,uni1F14,21445.32,21445.32,,,,,,1F14,epsilonpsilioxia,NotInUfo
GrSmEpsilonWPsiliVaria,uni1F12,21445.33,21445.33,,,,,,1F12,epsilonpsilivaria,NotInUfo
GrCapEpsilonWTonos,Epsilontonos,21455.11,21455.11,,,,,,0388,Epsilontonos,NotInUfo
GrCapEpsilonWOxia,uni1FC9,21455.12,21455.12,,,,,,1FC9,Epsilonoxia,NotInUfo
GrCapEpsilonWVaria,uni1FC8,21455.13,21455.13,,,,,,1FC8,Epsilonvaria,NotInUfo
GrCapEpsilonWDasia,uni1F19,21455.2,21455.2,,,,,,1F19,Epsilondasia,NotInUfo
GrCapEpsilonWDasiaOxia,uni1F1D,21455.22,21455.22,,,,,,1F1D,Epsilondasiaoxia,NotInUfo
GrCapEpsilonWDasiaVaria,uni1F1B,21455.23,21455.23,,,,,,1F1B,Epsilondasiavaria,NotInUfo
GrCapEpsilonWPsili,uni1F18,21455.3,21455.3,,,,,,1F18,Epsilonpsili,NotInUfo
GrCapEpsilonWPsiliOxia,uni1F1C,21455.32,21455.32,,,,,,1F1C,Epsilonpsilioxia,NotInUfo
GrCapEpsilonWPsiliVaria,uni1F1A,21455.33,21455.33,,,,,,1F1A,Epsilonpsilivaria,NotInUfo
LtnSmLigFi.LP,fi.LP,21511.17,21511.17,ss07,,,FB01,,,fi.LP,NotInUfo
LtnSmLigFfi.LP,ffi.LP,21515.17,21515.17,ss07,,,FB03,,,,NotInUfo NotInGlyphsApp
GrSmDigamma,uni03DD,21535.1,21535.1,,,,,,03DD,digamma,NotInUfo
GrDigamma,uni03DC,21560.1,21560.1,,,,,,03DC,Digamma,NotInUfo
LtnSmGAcute.LP,uni01F5.LP,21600.3117,21600.3117,ss07,,,01F5,,,gacute.LP,NotInUfo
LtnSmGCircum.LP,gcircumflex.LP,21600.327,21600.327,ss07,,,011D,,,gcircumflex.LP,NotInUfo
LtnSmGCaron.LP,gcaron.LP,21600.3347,21600.3347,ss07,,,01E7,,,gcaron.LP,NotInUfo
LtnSmGMacron.LP,uni1E21.LP,21600.357,21600.357,ss07,,,1E21,,,gmacron.LP,NotInUfo
LtnSmGDotAbv.LP,gdotaccent.LP,21600.3717,21600.3717,ss07,,,0121,,,gdotaccent.LP,NotInUfo
LtnSmGAcute.SngBowl.LP,uni01F5.SngBowl.LP,21610.311,21610.311,,,,01F5,,,gacute.SngBowl.LP,NotInUfo
LtnSmGCircum.SngBowl.LP,gcircumflex.SngBowl.LP,21610.32,21610.32,,,,011D,,,gcircumflex.SngBowl.LP,NotInUfo
LtnSmGCaron.SngBowl.LP,gcaron.SngBowl.LP,21610.334,21610.334,,,,01E7,,,gcaron.SngBowl.LP,NotInUfo
LtnSmGMacron.SngBowl.LP,uni1E21.SngBowl.LP,21610.35,21610.35,,,,1E21,,,gmacron.SngBowl.LP,NotInUfo
LtnSmGDotAbv.SngBowl.LP,gdotaccent.SngBowl.LP,21610.371,21610.371,,,,0121,,,gdotaccent.SngBowl.LP,NotInUfo
GrSmHeta,uni0371,21701.1,21701.1,,,,,,0371,heta,NotInUfo
GrCapHeta,uni0370,21751.1,21751.1,,,,,,0370,Heta,NotInUfo
GrCapEtaWTonos,Etatonos,21760.11,21760.11,,,,,,0389,Etatonos,NotInUfo
GrCapEtaWOxia,uni1FCB,21760.12,21760.12,,,,,,1FCB,Etaoxia,NotInUfo
GrCapEtaWVaria,uni1FCA,21760.13,21760.13,,,,,,1FCA,Etavaria,NotInUfo
GrCapEtaWPros,uni1FCC,21760.18,21760.18,,,,,,1FCC,Etaprosgegrammeni,NotInUfo
GrCapEtaWPros.ISub,uni1FCC.ISub,21760.187,21760.187,cv83,,,1FCC,,,Etaprosgegrammeni.ISub,NotInUfo
GrCapEtaWDasia,uni1F29,21760.2,21760.2,,,,,,1F29,Etadasia,NotInUfo
GrCapEtaWDasiaOxia,uni1F2D,21760.22,21760.22,,,,,,1F2D,Etadasiaoxia,NotInUfo
GrCapEtaWDasiaOxiaPros,uni1F9D,21760.228,21760.228,,,,,,1F9D,Etadasiaoxiaprosgegrammeni,NotInUfo
GrCapEtaWDasiaOxiaPros.ISub,uni1F9D.ISub,21760.2287,21760.2287,cv83,,,1F9D,,,Etadasiaoxiaprosgegrammeni.ISub,NotInUfo
GrCapEtaWDasiaVaria,uni1F2B,21760.23,21760.23,,,,,,1F2B,Etadasiavaria,NotInUfo
GrCapEtaWDasiaVariaPros,uni1F9B,21760.238,21760.238,,,,,,1F9B,Etadasiavariaprosgegrammeni,NotInUfo
GrCapEtaWDasiaVariaPros.ISub,uni1F9B.ISub,21760.2387,21760.2387,cv83,,,1F9B,,,Etadasiavariaprosgegrammeni.ISub,NotInUfo
GrCapEtaWDasiaPeris,uni1F2F,21760.24,21760.24,,,,,,1F2F,Etadasiaperispomeni,NotInUfo
GrCapEtaWDasiaPeris.Por,uni1F2F.Por,21760.245,21760.245,cv78,,,1F2F,,,Etadasiaperispomeni.Por,NotInUfo
GrCapEtaWDasiaPerisPros,uni1F9F,21760.248,21760.248,,,,,,1F9F,Etadasiaperispomeniprosgegrammeni,NotInUfo
GrCapEtaWDasiaPerisPros.Por,uni1F9F.Por,21760.2485,21760.2485,cv78,,,1F9F,,,Etadasiaperispomeniprosgegrammeni.Por,NotInUfo
GrCapEtaWDasiaPerisPros.Por.ISub,uni1F9F.Por.ISub,21760.24857,21760.24857,,,,1F9F,,,Etadasiaperispomeniprosgegrammeni.Por.ISub,NotInUfo
GrCapEtaWDasiaPerisPros.ISub,uni1F9F.ISub,21760.2487,21760.2487,cv83,,,1F9F,,,Etadasiaperispomeniprosgegrammeni.ISub,NotInUfo
GrCapEtaWDasiaPros,uni1F99,21760.28,21760.28,,,,,,1F99,Etadasiaprosgegrammeni,NotInUfo
GrCapEtaWDasiaPros.ISub,uni1F99.ISub,21760.287,21760.287,cv83,,,1F99,,,Etadasiaprosgegrammeni.ISub,NotInUfo
GrCapEtaWPsili,uni1F28,21760.3,21760.3,,,,,,1F28,Etapsili,NotInUfo
GrCapEtaWPsiliOxia,uni1F2C,21760.32,21760.32,,,,,,1F2C,Etapsilioxia,NotInUfo
GrCapEtaWPsiliOxiaPros,uni1F9C,21760.328,21760.328,,,,,,1F9C,Etapsilioxiaprosgegrammeni,NotInUfo
GrCapEtaWPsiliOxiaPros.ISub,uni1F9C.ISub,21760.3287,21760.3287,cv83,,,1F9C,,,Etapsilioxiaprosgegrammeni.ISub,NotInUfo
GrCapEtaWPsiliVaria,uni1F2A,21760.33,21760.33,,,,,,1F2A,Etapsilivaria,NotInUfo
GrCapEtaWPsiliVariaPros,uni1F9A,21760.338,21760.338,,,,,,1F9A,Etapsilivariaprosgegrammeni,NotInUfo
GrCapEtaWPsiliVariaPros.ISub,uni1F9A.ISub,21760.3387,21760.3387,cv83,,,1F9A,,,Etapsilivariaprosgegrammeni.ISub,NotInUfo
GrCapEtaWPsiliPeris,uni1F2E,21760.34,21760.34,,,,,,1F2E,Etapsiliperispomeni,NotInUfo
GrCapEtaWPsiliPeris.Por,uni1F2E.Por,21760.345,21760.345,cv78,,,1F2E,,,Etapsiliperispomeni.Por,NotInUfo
GrCapEtaWPsiliPerisPros,uni1F9E,21760.348,21760.348,,,,,,1F9E,Etapsiliperispomeniprosgegrammeni,NotInUfo
GrCapEtaWPsiliPerisPros.Por,uni1F9E.Por,21760.3485,21760.3485,cv78,,,1F9E,,,Etapsiliperispomeniprosgegrammeni.Por,NotInUfo
GrCapEtaWPsiliPerisPros.Por.ISub,uni1F9E.Por.ISub,21760.34857,21760.34857,,,,1F9E,,,Etapsiliperispomeniprosgegrammeni.Por.ISub,NotInUfo
GrCapEtaWPsiliPerisPros.ISub,uni1F9E.ISub,21760.3487,21760.3487,cv83,,,1F9E,,,Etapsiliperispomeniprosgegrammeni.ISub,NotInUfo
GrCapEtaWPsiliPros,uni1F98,21760.38,21760.38,,,,,,1F98,Etapsiliprosgegrammeni,NotInUfo
GrCapEtaWPsiliPros.ISub,uni1F98.ISub,21760.387,21760.387,cv83,,,1F98,,,Etapsiliprosgegrammeni.ISub,NotInUfo
LtnSmI.LP,i.LP,21800.1,21800.1,ss07,,,0069,,,i.LP,NotInUfo
LtnSmI.SItal.LP,i.SItal.LP,21800.11,21800.11,ss07,,,0069,,,i.SItal.LP,NotInUfo
LtnSmIAcute.SItal.LP,iacute.SItal.LP,21800.31111,21800.31111,,,,00ED,,,iacute.SItal.LP,NotInUfo
LtnSmIAcute.LP,iacute.LP,21800.3117,21800.3117,ss07,,,00ED,,,iacute.LP,NotInUfo
LtnSmIGrave.SItal.LP,igrave.SItal.LP,21800.31311,21800.31311,,,,00EC,,,igrave.SItal.LP,NotInUfo
LtnSmIGrave.LP,igrave.LP,21800.3137,21800.3137,ss07,,,00EC,,,igrave.LP,NotInUfo
LtnSmICircum.SItal.LP,icircumflex.SItal.LP,21800.3211,21800.3211,,,,00EE,,,icircumflex.SItal.LP,NotInUfo
LtnSmICircum.LP,icircumflex.LP,21800.327,21800.327,ss07,,,00EE,,,icircumflex.LP,NotInUfo
LtnSmICaron.SItal.LP,uni01D0.SItal.LP,21800.33411,21800.33411,,,,01D0,,,icaron.SItal.LP,NotInUfo
LtnSmICaron.LP,uni01D0.LP,21800.3347,21800.3347,ss07,,,01D0,,,icaron.LP,NotInUfo
LtnSmITilde.SItal.LP,itilde.SItal.LP,21800.3411,21800.3411,,,,0129,,,itilde.SItal.LP,NotInUfo
LtnSmITilde.LP,itilde.LP,21800.347,21800.347,ss07,,,0129,,,itilde.LP,NotInUfo
LtnSmIMacron.SItal.LP,imacron.SItal.LP,21800.3511,21800.3511,,,,012B,,,imacron.SItal.LP,NotInUfo
LtnSmIMacron.LP,imacron.LP,21800.357,21800.357,ss07,,,012B,,,imacron.LP,NotInUfo
LtnSmIDiaer.SItal.LP,idieresis.SItal.LP,21800.3611,21800.3611,,,,00EF,,,idieresis.SItal.LP,NotInUfo
LtnSmIDiaerAcute.SItal.LP,uni1E2F.SItal.LP,21800.36311,21800.36311,,,,1E2F,,,idieresisacute.SItal.LP,NotInUfo
LtnSmIDiaerAcute.LP,uni1E2F.LP,21800.36312,21800.36312,ss07,,,1E2F,,,idieresisacute.LP,NotInUfo
LtnSmIDiaer.LP,idieresis.LP,21800.367,21800.367,ss07,,,00EF,,,idieresis.LP,NotInUfo
LtnSmIDotAbv.LP,idotaccent.LP,21800.371,21800.371,ss07,,,0069,,,,NotInUfo NotInGlyphsApp
LtnSmIDotAbv.SItal.LP,idotaccent.SItal.LP,21800.37111,21800.37111,,,,0069,,,,NotInUfo NotInGlyphsApp
LtnSmITildeBlw.SItal.LP,uni1E2D.SItal.LP,21800.4411,21800.4411,,,,1E2D,,,itildebelow.SItal.LP,NotInUfo
LtnSmITildeBlw.LP,uni1E2D.LP,21800.447,21800.447,ss07,,,1E2D,,,itildebelow.LP,NotInUfo
LtnSmIDotBlw.SItal.LP,uni1ECB.SItal.LP,21800.47111,21800.47111,,,,1ECB,,,idotbelow.SItal.LP,NotInUfo
LtnSmIDotBlw.LP,uni1ECB.LP,21800.4717,21800.4717,ss07,,,1ECB,,,idotbelow.LP,NotInUfo
LtnSmIOgonek.LP,iogonek.LP,21800.627,21800.627,ss07,,,012F,,,iogonek.LP,NotInUfo
LtnSmIOgonek.RetroHook.LP,iogonek.RetroHook.LP,21800.63,21800.63,,,,012F,,,iogonek.RetroHook.LP,NotInUfo
LtnSmIStrk.LP,uni0268.LP,21800.727,21800.727,ss07,,,0268,,,istroke.LP,NotInUfo
LtnSmLigIj.LP,ij.LP,21810.17,21810.17,ss07,,,0133,,,ij.LP,NotInUfo
GrSmIotaWTonos,iotatonos,21830.11,21830.11,,,,,,03AF,iotatonos,NotInUfo
GrSmIotaWOxia,uni1F77,21830.12,21830.12,,,,,,1F77,iotaoxia,NotInUfo
GrSmIotaWVaria,uni1F76,21830.13,21830.13,,,,,,1F76,iotavaria,NotInUfo
GrSmIotaWPeris,uni1FD6,21830.14,21830.14,,,,,,1FD6,iotaperispomeni,NotInUfo
GrSmIotaWPeris.Por,uni1FD6.Por,21830.145,21830.145,cv78,,,1FD6,,,iotaperispomeni.Por,NotInUfo
GrSmIotaWMacron,uni1FD1,21830.16,21830.16,,,,,,1FD1,iotamacron,NotInUfo
GrSmIotaWVrachy,uni1FD0,21830.17,21830.17,,,,,,1FD0,iotavrachy,NotInUfo
GrSmIotaWDasia,uni1F31,21830.2,21830.2,,,,,,1F31,iotadasia,NotInUfo
GrSmIotaWDasiaOxia,uni1F35,21830.22,21830.22,,,,,,1F35,iotadasiaoxia,NotInUfo
GrSmIotaWDasiaVaria,uni1F33,21830.23,21830.23,,,,,,1F33,iotadasiavaria,NotInUfo
GrSmIotaWDasiaPeris,uni1F37,21830.24,21830.24,,,,,,1F37,iotadasiaperispomeni,NotInUfo
GrSmIotaWDasiaPeris.Por,uni1F37.Por,21830.245,21830.245,cv78,,,1F37,,,iotadasiaperispomeni.Por,NotInUfo
GrSmIotaWPsili,uni1F30,21830.3,21830.3,,,,,,1F30,iotapsili,NotInUfo
GrSmIotaWPsiliOxia,uni1F34,21830.32,21830.32,,,,,,1F34,iotapsilioxia,NotInUfo
GrSmIotaWPsiliVaria,uni1F32,21830.33,21830.33,,,,,,1F32,iotapsilivaria,NotInUfo
GrSmIotaWPsiliPeris,uni1F36,21830.34,21830.34,,,,,,1F36,iotapsiliperispomeni,NotInUfo
GrSmIotaWPsiliPeris.Por,uni1F36.Por,21830.345,21830.345,cv78,,,1F36,,,iotapsiliperispomeni.Por,NotInUfo
GrSmIotaWDial,iotadieresis,21830.4,21830.4,,,,,,03CA,iotadieresis,NotInUfo
GrSmIotaWDialTonos,iotadieresistonos,21830.41,21830.41,,,,,,0390,iotadieresistonos,NotInUfo
GrSmIotaWDialOxia,uni1FD3,21830.42,21830.42,,,,,,1FD3,iotadialytikaoxia,NotInUfo
GrSmIotaWDialVaria,uni1FD2,21830.43,21830.43,,,,,,1FD2,iotadialytikavaria,NotInUfo
GrSmIotaWDialPeris,uni1FD7,21830.44,21830.44,,,,,,1FD7,iotadialytikaperispomeni,NotInUfo
GrSmIotaWDialPeris.Por,uni1FD7.Por,21830.445,21830.445,cv78,,,1FD7,,,iotadialytikaperispomeni.Por,NotInUfo
GrPros,uni1FBE,21831.1,21831.1,,,,,,1FBE,prosgegrammeni,NotInUfo
GrCapIotaWTonos,Iotatonos,21855.11,21855.11,,,,,,038A,Iotatonos,NotInUfo
GrCapIotaWOxia,uni1FDB,21855.12,21855.12,,,,,,1FDB,Iotaoxia,NotInUfo
GrCapIotaWVaria,uni1FDA,21855.13,21855.13,,,,,,1FDA,Iotavaria,NotInUfo
GrCapIotaWMacron,uni1FD9,21855.16,21855.16,,,,,,1FD9,Iotamacron,NotInUfo
GrCapIotaWVrachy,uni1FD8,21855.17,21855.17,,,,,,1FD8,Iotavrachy,NotInUfo
GrCapIotaWDasia,uni1F39,21855.2,21855.2,,,,,,1F39,Iotadasia,NotInUfo
GrCapIotaWDasiaOxia,uni1F3D,21855.22,21855.22,,,,,,1F3D,Iotadasiaoxia,NotInUfo
GrCapIotaWDasiaVaria,uni1F3B,21855.23,21855.23,,,,,,1F3B,Iotadasiavaria,NotInUfo
GrCapIotaWDasiaPeris,uni1F3F,21855.24,21855.24,,,,,,1F3F,Iotadasiaperispomeni,NotInUfo
GrCapIotaWDasiaPeris.Por,uni1F3F.Por,21855.245,21855.245,cv78,,,1F3F,,,Iotadasiaperispomeni.Por,NotInUfo
GrCapIotaWPsili,uni1F38,21855.3,21855.3,,,,,,1F38,Iotapsili,NotInUfo
GrCapIotaWPsiliOxia,uni1F3C,21855.32,21855.32,,,,,,1F3C,Iotapsilioxia,NotInUfo
GrCapIotaWPsiliVaria,uni1F3A,21855.33,21855.33,,,,,,1F3A,Iotapsilivaria,NotInUfo
GrCapIotaWPsiliPeris,uni1F3E,21855.34,21855.34,,,,,,1F3E,Iotapsiliperispomeni,NotInUfo
GrCapIotaWPsiliPeris.Por,uni1F3E.Por,21855.345,21855.345,cv78,,,1F3E,,,Iotapsiliperispomeni.Por,NotInUfo
GrCapIotaWDial,Iotadieresis,21855.4,21855.4,,,,,,03AA,Iotadieresis,NotInUfo
GrYot,uni03F3,21900.16,21900.16,,,,,,03F3,yot,NotInUfo
LtnSmJ.LP,j.LP,21900.17,21900.17,ss07,,,006A,,,j.LP,NotInUfo
LtnSmJCircum.LP,jcircumflex.LP,21900.327,21900.327,ss07,,,0135,,,jcircumflex.LP,NotInUfo
LtnSmJCaron.LP,uni01F0.LP,21900.3347,21900.3347,ss07,,,01F0,,,jcaron.LP,NotInUfo
LtnSmJCrossedTail.LP,uni029D.LP,21900.917,21900.917,ss07,,,029D,,,jcrossedtail.LP,NotInUfo
GrCapYot,uni037F,21950.16,21950.16,,,,,,037F,Yot,NotInUfo
GrSmKappa,kappa,22041.1,22041.1,,,,,,03BA,kappa,NotInUfo
GrKappaSym,uni03F0,22043.1,22043.1,,,,,,03F0,kappaSymbol,NotInUfo
GrKaiSym,uni03D7,22047.1,22047.1,,,,,,03D7,kaiSymbol,NotInUfo
GrCapKappa,Kappa,22050.16,22050.16,,,,,,039A,Kappa,NotInUfo
GrCapKaiSym,uni03CF,22051.1,22051.1,,,,,,03CF,KaiSymbol,NotInUfo
LtnSmLj.LP,uni01C9.LP,22110.17,22110.17,ss07,,,01C9,,,lj.LP,NotInUfo
LtnCapLSmJ.LP,uni01C8.LP,22160.17,22160.17,ss07,,,01C8,,,Lj.LP,NotInUfo
LtnSmMAcute.LP,uni1E3F.LP,22200.3117,22200.3117,ss07,,,1E3F,,,macute.LP,NotInUfo
LtnSmMDotAbv.LP,uni1E41.LP,22200.3717,22200.3717,ss07,,,1E41,,,mdotaccent.LP,NotInUfo
